country_code,country,year,gva_industry_meur,gva_manufacturing_meur,gva_total_meur,industry_share_pct,manufacturing_share_pct,industry_yoy_growth_pct,ppi_index_2015,ppi_inflation_pct,carbon_price_eur_tonne,ets_phase,msr_active,high_price_regime,price_regime,total_ghg_mt_co2eq,emissions_yoy_pct,reduction_from_2010_pct,verified_emissions_mt,free_allocation_ratio_pct,free_allowances_mt,net_purchase_required_mt,carbon_intensity_gco2_kwh,carbon_intensity_t_per_meur,effective_carbon_cost_meur,carbon_cost_burden_pct,gva_industry_real_meur,gva_total_real_meur,industry_growth_pct,gdp_growth_pct,decoupling_index,covid_period,energy_crisis,ets_phase_3,ets_phase_4,carbon_price_lag1,carbon_price_lag2,ln_gva_industry,ln_gva_total,ln_carbon_price,ln_emissions
PL,Poland,2011,89209.3,64461.7,346844.4,25.72,18.59,5.898979107312452,94.6,7.256235827664392,13.82,2,0,0,Medium (€10-50),399,-0.2499999999999946,-0.25,199,108,214.92,0.0,772,4472.63,0.0,0.0,94301.59,366643.13,5.9,5.2,5.45,0,0,0,0,14.32,,11.3987,12.7566,2.6261,5.989
PL,Poland,2012,91621.7,66267.1,351499.0,26.07,18.85,2.704202364551666,97.3,2.854122621564481,7.34,2,0,0,Low (<€10),390,-2.2556390977443663,-2.5,193,102,196.86,0.0,761,4256.63,0.0,0.0,94164.13,361252.83,2.7,1.34,3.6,0,0,0,0,13.82,14.32,11.4254,12.77,1.9933,5.9661
PL,Poland,2013,89717.6,63819.4,353633.3,25.37,18.05,-2.0782194611101867,96.9,-0.4110996916752207,4.46,3,0,0,Low (<€10),386,-1.025641025641022,-3.5,195,95,185.25,9.75,762,4302.39,43.485,0.05,92587.82,364946.65,-2.08,0.61,1.64,0,0,1,0,7.34,13.82,11.4044,12.776,1.4951,5.9558
PL,Poland,2014,96050.8,71302.9,367177.6,26.16,19.42,7.059038583288002,96.1,-0.8255933952528549,5.96,3,0,0,Low (<€10),378,-2.072538860103623,-5.5,188,92,172.96,15.04,744,3935.42,89.63839999999999,0.09,99948.8,382078.67,7.06,3.83,5.9,0,0,1,0,4.46,7.34,11.4726,12.8136,1.7851,5.9349
PL,Poland,2015,100191.4,76417.4,383948.8,26.09,19.9,4.31084384513194,100.0,4.058272632674309,7.68,3,0,0,Low (<€10),381,0.7936507936507908,-4.75,189,90,170.1,18.9,756,3802.72,145.152,0.14,100191.4,383948.8,4.31,4.57,3.78,0,0,1,0,5.96,4.46,11.5148,12.8583,2.0386,5.9428
PL,Poland,2016,104738.0,80483.5,395074.5,26.51,20.37,4.537914431777579,97.1,-2.9000000000000026,5.35,3,0,0,Low (<€10),396,3.937007874015741,-1.0,199,88,175.12,23.88,773,3780.86,127.75799999999998,0.12,107866.12,406873.84,4.54,2.9,-1.04,0,0,1,0,7.68,5.96,11.5592,12.8868,1.6771,5.9814
PL,Poland,2017,106686.9,81974.0,414860.0,25.72,19.76,1.8607382229945069,100.8,3.810504634397538,5.83,3,0,0,Low (<€10),412,4.040404040404044,3.0,206,85,175.1,30.9,763,3861.77,180.147,0.17,105840.18,411567.46,1.86,5.01,0.97,0,0,1,0,5.35,7.68,11.5777,12.9357,1.763,6.021
PL,Poland,2018,111949.0,86631.3,440755.1,25.4,19.66,4.932283157538553,104.2,3.3730158730158832,15.83,3,0,0,Medium (€10-50),414,0.4854368932038833,3.5,207,82,169.74,37.26,741,3698.11,589.8258,0.53,107436.66,422989.54,4.93,6.24,5.75,0,0,1,0,5.83,5.35,11.6258,12.9962,2.7619,6.0259
PL,Poland,2019,117387.9,92157.6,460502.5,25.49,20.01,4.858373009138095,105.1,0.8637236084452882,24.84,3,1,0,Medium (€10-50),396,-4.347826086956519,-1.0,193,78,150.54,42.46,708,3373.43,1054.7064,0.9,111691.63,438156.52,4.86,4.48,8.83,0,0,1,0,15.83,5.83,11.6732,13.0401,3.2125,5.9814
PL,Poland,2020,113277.8,87018.0,451014.9,25.12,19.29,-3.50129783393347,102.8,-2.188392007611794,24.75,3,1,0,Medium (€10-50),374,-5.555555555555558,-6.5,175,75,131.25,43.75,658,3301.62,1082.8125,0.96,110192.41,438730.45,-3.5,-2.06,3.5,1,0,1,0,24.84,15.83,11.6376,13.0193,3.2088,5.9243
PL,Poland,2021,114509.6,86330.0,480914.1,23.81,17.95,1.087415186382512,115.3,12.159533073929962,53.31,4,1,1,High (>€50),399,6.68449197860963,-0.25,193,70,135.1,57.9,696,3484.42,3086.649,2.7,99314.48,417098.09,1.09,6.63,-0.05,1,0,0,1,24.75,24.84,11.6484,13.0834,3.9761,5.989
PL,Poland,2022,123039.3,96985.4,507152.5,24.26,19.12,7.448895114470755,145.6,26.279271465741537,80.32,4,1,1,High (>€50),383,-4.010025062656641,-4.25,181,65,117.65,63.35,712,3112.83,5088.272,4.14,84505.01,348319.02,7.45,5.46,9.47,0,1,0,1,53.31,24.75,11.7203,13.1366,4.386,5.948
PL,Poland,2023,122070.8,101696.3,513764.9,23.76,19.79,-0.7871468709591212,152.1,4.464285714285721,83.66,4,1,1,High (>€50),355,-7.310704960835512,-11.25,158,60,94.8,63.2,621,2908.15,5287.312,4.33,80256.94,337781.0,-0.79,1.3,8.61,0,1,0,1,80.32,53.31,11.7124,13.1495,4.4268,5.8721
PL,Poland,2024,123142.1,102469.2,524407.4,23.48,19.54,0.8776054551948631,149.3,-1.8408941485864472,63.5,4,1,1,High (>€50),342,-3.6619718309859106,-14.5,148,55,81.4,66.6,580,2777.28,4229.099999999999,3.43,82479.64,351244.07,0.88,2.07,5.73,0,0,0,1,83.66,80.32,11.7211,13.17,4.151,5.8348
